Time,FlowEvap,KWPerTon,PerChilLoad,PerFreqFanA,PerFreqFanB,PerHumidity,PowChi,PowChiP,PowConP,PowFanA,PowFanB,PowIn,TempAmbient,TempCondIn,TempCondOut,TempEvapIn,TempEvapOut,TempWetbulb,Tons
2018-06-12 06:25:00,0.0018641128694999998,0.4732207825704266,0.6495378,0.9392662,0.9392662,0.851283,243500.0,17150.0,22160.0,7510.0,7910.0,298230.0,296.3303388888889,298.56,302.72999999999996,282.59,278.71999999999997,294.5542555555555,1809628.4402708388
2018-06-12 06:30:00,0.0018645229544999998,0.4754999256920058,0.6372007,0.9392662,0.9392662,0.854766,240300.0,17220.0,21930.0,7570.0,8020.0,295040.0,296.3303388888889,298.73999999999995,302.82,282.53,278.72999999999996,294.6143833333333,1777287.0411496009
2018-06-12 06:35:00,0.0018750800144999998,0.4730875250608062,0.6431342,0.9534626999999999,0.9534626999999999,0.85221,241700.0,17360.0,21980.0,8200.0,8250.0,297490.0,296.3303388888889,298.72999999999996,302.82,282.53999999999996,278.71999999999997,294.58976666666666,1796757.2714106396
2018-06-12 06:40:00,0.0018646607009999998,0.47199131962693,0.6377842,0.9534626999999999,0.9534626999999999,0.8547036,239800.0,17100.0,21800.0,7850.0,7810.0,294360.0,296.3303388888889,298.65,302.72999999999996,282.52,278.7,294.65094999999997,1786773.1762523197
2018-06-12 06:45:00,0.0018763481234999998,0.4708305814137362,0.6457477,0.9534626999999999,0.9534626999999999,0.8526222,242600.0,17170.0,21900.0,8160.0,7940.0,297770.0,296.3303388888889,298.59,302.71999999999997,282.59,278.73999999999995,294.6170055555555,1812092.6132386
2018-06-12 06:50:00,0.001878098871,0.4741333187490079,0.6552258000000001,0.9534626999999999,0.9534626999999999,0.8518038,245800.0,17250.0,21990.0,8029.999999999999,8109.999999999999,301180.0,296.4982611111111,298.66999999999996,302.83,282.60999999999996,278.73999999999995,294.6653222222222,1823205.65788152
2018-06-12 06:55:00,0.0018737404035000002,0.4685108410257392,0.6510970999999999,0.9418092,0.9418092,0.8458435,244200.0,17140.0,22240.0,7850.0,7610.0,299040.0,296.6683,298.63,302.78999999999996,282.59,278.69,294.7853055555555,1833075.158132399
2018-06-12 07:00:00,0.0018666206969999999,0.4766532218681217,0.6508978000000001,0.9679827,0.9679827,0.8323817,247500.0,17230.0,22340.0,8109.999999999999,8129.999,303309.999,296.6683,298.84,303.03,282.64,278.73999999999995,294.6565777777778,1826109.968560801
2018-06-12 07:05:00,0.0018642348434999999,0.4740435668744493,0.6479699999999999,0.9679827,0.9679827,0.8241942,245200.0,17250.0,21840.0,8830.0,9209.999,302329.999,296.84498888888885,298.78,302.92999999999995,282.59,278.7,294.6859333333333,1819099.5461008388
2018-06-12 07:10:00,0.0018706868475,0.4705139103585159,0.6567416,0.9673708000000001,0.9673708000000001,0.8203644,246100.0,17350.0,21790.0,8530.0,8889.999000000002,302659.999,296.84498888888885,298.63,302.83,282.60999999999996,278.69,294.69332777777777,1839472.9385871994
